postagem_id,postagem,comentario,sentimento,curtidas,reacoes,data_postagem,data_comentario,usuario_postagem_id,usuario_comentario_id,compartilhamentos,visualizacoes,tipo_postagem,url_imagem,url_video,localizacao,lingua
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,71,102,2023-02-23 22:42:00.228565,2023-02-26 06:42:00.228565,4616,4443,126,915,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,71,102,2022-09-22 22:42:00.228568,2022-09-23 16:42:00.228568,7877,4635,82,7061,imagem,https://example.com/imagem_823.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,71,102,2023-02-14 22:42:00.228572,2023-02-16 04:42:00.228572,8772,3938,899,715,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,450,194,2023-03-19 22:42:00.228575,2023-03-20 03:42:00.228575,1337,2049,187,9692,vídeo,,https://example.com/video_757.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,450,194,2022-12-23 22:42:00.228579,2022-12-25 07:42:00.228579,6668,7643,444,6409,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,450,194,2023-06-27 22:42:00.228582,2023-06-29 01:42:00.228582,4749,7534,946,4216,imagem,https://example.com/imagem_11.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,450,194,2022-11-11 22:42:00.228585,2022-11-14 00:42:00.228585,2257,4503,261,1624,vídeo,,https://example.com/video_61.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,450,194,2022-09-21 22:42:00.228588,2022-09-22 14:42:00.228588,8047,8905,300,3363,imagem,https://example.com/imagem_689.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,450,194,2023-06-26 22:42:00.228592,2023-06-29 07:42:00.228592,5327,9697,819,6630,vídeo,,https://example.com/video_889.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,450,194,2023-06-04 22:42:00.228596,2023-06-06 23:42:00.228596,2249,1625,641,7948,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,271,383,2023-04-09 22:42:00.228599,2023-04-10 22:42:00.228599,4445,7025,368,3391,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,271,383,2023-08-07 22:42:00.228602,2023-08-08 07:42:00.228602,5219,6526,813,7136,vídeo,,https://example.com/video_729.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,271,383,2023-05-03 22:42:00.228605,2023-05-04 05:42:00.228605,2451,7033,279,499,imagem,https://example.com/imagem_15.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,271,383,2023-06-08 22:42:00.228608,2023-06-11 04:42:00.228608,8707,8217,838,10000,imagem,https://example.com/imagem_75.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,271,383,2023-03-05 22:42:00.228612,2023-03-06 00:42:00.228612,5033,1381,774,7884,vídeo,,https://example.com/video_694.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,271,383,2023-07-03 22:42:00.228615,2023-07-06 11:42:00.228615,9261,6555,549,7843,vídeo,,https://example.com/video_290.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,271,383,2023-03-01 22:42:00.228618,2023-03-02 04:42:00.228618,5729,8567,398,995,vídeo,,https://example.com/video_765.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,271,383,2023-02-15 22:42:00.228622,2023-02-16 21:42:00.228622,7750,7104,467,5284,imagem,https://example.com/imagem_73.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,982,123,2022-11-06 22:42:00.228625,2022-11-08 17:42:00.228625,1678,2044,156,8765,imagem,https://example.com/imagem_829.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,982,123,2023-03-12 22:42:00.228628,2023-03-14 17:42:00.228628,6017,3741,409,9266,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,982,123,2022-10-30 22:42:00.228631,2022-10-31 16:42:00.228631,4343,7139,583,668,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,982,123,2022-12-06 22:42:00.228635,2022-12-09 20:42:00.228635,7812,8859,674,2264,vídeo,,https://example.com/video_920.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,982,123,2023-08-04 22:42:00.228638,2023-08-06 21:42:00.228638,2454,2587,573,8321,vídeo,,https://example.com/video_589.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,982,123,2023-06-17 22:42:00.228642,2023-06-18 12:42:00.228642,7428,8722,371,4817,vídeo,,https://example.com/video_657.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,982,123,2022-12-07 22:42:00.228645,2022-12-10 10:42:00.228645,7217,6784,111,2564,vídeo,,https://example.com/video_572.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,318,16,2023-08-10 22:42:00.228649,2023-08-11 07:42:00.228649,1614,3002,871,831,imagem,https://example.com/imagem_500.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,318,16,2023-08-18 22:42:00.228652,2023-08-21 22:42:00.228652,8631,6637,982,5600,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,318,16,2023-07-08 22:42:00.228655,2023-07-11 19:42:00.228655,7761,1976,606,3586,imagem,https://example.com/imagem_489.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,318,16,2022-12-24 22:42:00.228658,2022-12-26 02:42:00.228658,4250,3897,764,2558,vídeo,,https://example.com/video_127.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,282,171,2023-07-27 22:42:00.228661,2023-07-29 19:42:00.228661,3909,5008,52,5364,vídeo,,https://example.com/video_476.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,282,171,2023-06-16 22:42:00.228664,2023-06-17 18:42:00.228664,8445,3474,855,7521,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,282,171,2023-02-15 22:42:00.228667,2023-02-18 20:42:00.228667,3143,7994,316,4944,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,282,171,2023-03-04 22:42:00.228670,2023-03-07 06:42:00.228670,5841,8905,216,5941,vídeo,,https://example.com/video_144.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,282,171,2023-03-21 22:42:00.228673,2023-03-24 09:42:00.228673,2866,6770,528,4807,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,282,171,2022-11-28 22:42:00.228676,2022-11-28 23:42:00.228676,4568,7708,76,819,vídeo,,https://example.com/video_937.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,282,171,2022-12-25 22:42:00.228679,2022-12-28 11:42:00.228679,7849,4605,78,1960,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,282,171,2022-11-24 22:42:00.228682,2022-11-25 08:42:00.228682,2217,8413,591,9194,vídeo,,https://example.com/video_513.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Essa loja nunca decepciona!,positivo,282,171,2023-04-22 22:42:00.228685,2023-04-23 16:42:00.228685,2138,3289,883,3067,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,427,86,2023-08-11 22:42:00.228688,2023-08-12 20:42:00.228688,9003,5276,896,896,vídeo,,https://example.com/video_428.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,427,86,2023-03-07 22:42:00.228691,2023-03-10 20:42:00.228691,6676,8219,160,1981,vídeo,,https://example.com/video_365.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,427,86,2022-12-16 22:42:00.228694,2022-12-19 18:42:00.228694,9964,9799,348,3413,vídeo,,https://example.com/video_879.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,427,86,2023-01-16 22:42:00.228697,2023-01-18 08:42:00.228697,1276,3171,450,5996,vídeo,,https://example.com/video_857.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,427,86,2023-07-10 22:42:00.228700,2023-07-13 18:42:00.228700,5927,5529,433,8698,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,427,86,2023-05-09 22:42:00.228704,2023-05-10 15:42:00.228704,8605,6586,104,5470,vídeo,,https://example.com/video_915.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,427,86,2023-07-25 22:42:00.228737,2023-07-25 22:42:00.228737,3538,1190,495,8870,vídeo,,https://example.com/video_20.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,732,127,2023-07-12 22:42:00.228741,2023-07-12 23:42:00.228741,1489,7065,935,8924,imagem,https://example.com/imagem_388.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,732,127,2023-01-19 22:42:00.228744,2023-01-22 08:42:00.228744,8897,7640,923,8392,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,732,127,2023-07-13 22:42:00.228747,2023-07-15 13:42:00.228747,7157,4584,853,8693,imagem,https://example.com/imagem_63.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,732,127,2022-11-17 22:42:00.228751,2022-11-19 12:42:00.228751,3919,3152,279,5012,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,732,127,2022-12-15 22:42:00.228755,2022-12-16 15:42:00.228755,7110,8127,867,9496,vídeo,,https://example.com/video_834.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,732,127,2023-01-15 22:42:00.228758,2023-01-16 13:42:00.228758,4001,1438,477,7975,imagem,https://example.com/imagem_990.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,732,127,2023-03-29 22:42:00.228762,2023-04-01 06:42:00.228762,6979,1119,672,2552,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,732,127,2022-08-30 22:42:00.228765,2022-09-02 16:42:00.228765,6615,9001,774,9086,vídeo,,https://example.com/video_208.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,732,127,2023-04-21 22:42:00.228769,2023-04-24 05:42:00.228769,6364,4330,171,6291,imagem,https://example.com/imagem_363.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,355,338,2023-08-18 22:42:00.228772,2023-08-21 04:42:00.228772,2382,8772,389,1119,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,195,474,2023-06-13 22:42:00.228776,2023-06-15 05:42:00.228776,1790,5322,670,4959,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,195,474,2022-08-24 22:42:00.228779,2022-08-26 22:42:00.228779,3039,6615,692,6357,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,195,474,2023-01-11 22:42:00.228783,2023-01-13 09:42:00.228783,4929,6432,118,8997,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,195,474,2023-05-11 22:42:00.228786,2023-05-12 09:42:00.228786,8937,8853,280,373,vídeo,,https://example.com/video_793.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,215,297,2023-05-12 22:42:00.228790,2023-05-14 03:42:00.228790,8417,5898,607,9929,vídeo,,https://example.com/video_412.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,215,297,2023-04-12 22:42:00.228793,2023-04-13 18:42:00.228793,3145,8208,261,6364,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,215,297,2023-05-27 22:42:00.228796,2023-05-30 01:42:00.228796,9980,4776,958,9661,vídeo,,https://example.com/video_948.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,215,297,2022-12-26 22:42:00.228800,2022-12-28 04:42:00.228800,2606,8440,186,6641,vídeo,,https://example.com/video_970.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,215,297,2023-01-09 22:42:00.228803,2023-01-11 00:42:00.228803,4942,3109,698,3645,vídeo,,https://example.com/video_259.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,215,297,2023-05-16 22:42:00.228806,2023-05-17 02:42:00.228806,7076,2949,566,5689,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,112,267,2023-01-21 22:42:00.228809,2023-01-24 19:42:00.228809,2176,7003,933,1400,vídeo,,https://example.com/video_40.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Essa loja nunca decepciona!,positivo,112,267,2022-11-05 22:42:00.228813,2022-11-08 08:42:00.228813,3526,3713,407,9951,vídeo,,https://example.com/video_658.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,112,267,2022-10-22 22:42:00.228816,2022-10-24 21:42:00.228816,6911,8392,508,8910,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,112,267,2022-09-24 22:42:00.228819,2022-09-27 14:42:00.228819,9744,1138,390,5268,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,112,267,2023-02-10 22:42:00.228822,2023-02-12 09:42:00.228822,6394,9470,873,3611,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,112,267,2022-11-28 22:42:00.228826,2022-11-29 06:42:00.228826,5682,6200,849,3555,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,951,123,2022-09-16 22:42:00.228830,2022-09-19 17:42:00.228830,7894,1894,766,8603,imagem,https://example.com/imagem_422.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,951,123,2022-09-12 22:42:00.228833,2022-09-13 09:42:00.228833,7610,5551,189,5831,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,951,123,2023-07-22 22:42:00.228837,2023-07-23 07:42:00.228837,1244,2123,723,2240,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,951,123,2022-10-03 22:42:00.228840,2022-10-05 01:42:00.228840,5206,1776,602,6718,imagem,https://example.com/imagem_62.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,951,123,2023-02-15 22:42:00.228844,2023-02-18 03:42:00.228844,3343,3900,895,8582,vídeo,,https://example.com/video_50.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,951,123,2022-10-10 22:42:00.228847,2022-10-12 17:42:00.228847,4084,3241,495,4332,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,951,123,2023-07-15 22:42:00.228851,2023-07-18 00:42:00.228851,1032,2811,77,8644,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Essa loja nunca decepciona!,positivo,1000,405,2023-02-27 22:42:00.228854,2023-03-02 19:42:00.228854,2068,3075,596,1724,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,1000,405,2023-07-14 22:42:00.228857,2023-07-17 16:42:00.228857,8894,1365,53,8426,imagem,https://example.com/imagem_4.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,1000,405,2023-01-08 22:42:00.228861,2023-01-10 19:42:00.228861,7821,8383,293,58,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,1000,405,2023-05-29 22:42:00.228864,2023-05-30 21:42:00.228864,8131,4965,57,5380,imagem,https://example.com/imagem_793.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,1000,405,2023-04-25 22:42:00.228867,2023-04-28 08:42:00.228867,2448,4368,472,6168,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,1000,405,2023-03-03 22:42:00.228870,2023-03-05 20:42:00.228870,8729,3425,954,3636,imagem,https://example.com/imagem_251.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,1000,405,2023-02-20 22:42:00.228874,2023-02-23 18:42:00.228874,9330,1436,537,9812,imagem,https://example.com/imagem_579.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,1000,405,2023-01-25 22:42:00.228877,2023-01-28 13:42:00.228877,2157,1859,68,3411,imagem,https://example.com/imagem_641.jpg,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,1000,405,2022-11-11 22:42:00.228881,2022-11-14 19:42:00.228881,9824,5200,258,5600,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,874,282,2022-11-23 22:42:00.228884,2022-11-26 11:42:00.228884,7794,1888,15,4098,imagem,https://example.com/imagem_199.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,544,145,2023-05-19 22:42:00.228887,2023-05-21 07:42:00.228887,4934,7967,707,9995,imagem,https://example.com/imagem_556.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,544,145,2022-11-30 22:42:00.228890,2022-12-01 07:42:00.228890,8356,6346,510,8317,vídeo,,https://example.com/video_412.mp4,,pt_BR
0,A nova linha de óculos de sol chegou!,Não vale o preço.,negativo,544,145,2023-01-03 22:42:00.228893,2023-01-06 14:42:00.228893,1267,9995,183,5127,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,544,145,2022-09-06 22:42:00.228897,2022-09-08 04:42:00.228897,6846,1736,674,2478,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,544,145,2022-12-12 22:42:00.228900,2022-12-15 19:42:00.228900,6631,8342,307,1689,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,544,145,2022-12-01 22:42:00.228903,2022-12-03 06:42:00.228903,5615,7723,593,1939,vídeo,,https://example.com/video_849.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,593,75,2022-10-03 22:42:00.228906,2022-10-06 07:42:00.228906,4682,8308,185,1983,imagem,https://example.com/imagem_822.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,593,75,2023-04-03 22:42:00.228910,2023-04-05 22:42:00.228910,5767,4949,280,9487,vídeo,,https://example.com/video_845.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,593,75,2022-10-06 22:42:00.228913,2022-10-07 22:42:00.228913,7582,9923,293,3014,imagem,https://example.com/imagem_793.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,593,75,2022-09-06 22:42:00.228916,2022-09-06 23:42:00.228916,4863,7422,869,6651,vídeo,,https://example.com/video_942.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,593,75,2023-03-25 22:42:00.228920,2023-03-27 23:42:00.228920,8351,8151,62,8035,vídeo,,https://example.com/video_164.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,593,75,2023-06-21 22:42:00.228924,2023-06-23 15:42:00.228924,8900,1747,939,3802,imagem,https://example.com/imagem_899.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,593,75,2022-08-21 22:42:00.228927,2022-08-23 23:42:00.228927,4959,7997,974,7706,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,593,75,2023-08-16 22:42:00.228931,2023-08-18 19:42:00.228931,8641,3117,728,5797,vídeo,,https://example.com/video_621.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,435,271,2022-12-31 22:42:00.228934,2023-01-02 13:42:00.228934,3289,2702,874,8150,texto,,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,435,271,2022-08-26 22:42:00.228937,2022-08-27 17:42:00.228937,3093,4959,870,533,vídeo,,https://example.com/video_320.mp4,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,435,271,2023-03-03 22:42:00.228941,2023-03-06 15:42:00.228941,5665,7854,810,9524,vídeo,,https://example.com/video_655.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,435,271,2023-06-26 22:42:00.228945,2023-06-29 15:42:00.228945,8939,1845,387,436,imagem,https://example.com/imagem_601.jpg,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,435,271,2023-07-05 22:42:00.228948,2023-07-07 14:42:00.228948,3459,6558,535,7256,imagem,https://example.com/imagem_261.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,435,271,2023-04-06 22:42:00.228951,2023-04-07 18:42:00.228951,1338,6600,455,7612,vídeo,,https://example.com/video_634.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,435,271,2023-04-14 22:42:00.228955,2023-04-17 20:42:00.228955,4718,8394,246,9747,vídeo,,https://example.com/video_6.mp4,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,205,153,2022-09-29 22:42:00.228958,2022-09-30 22:42:00.228958,5955,1718,269,2167,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Estava esperando algo melhor desta marca.,negativo,205,153,2023-01-16 22:42:00.228961,2023-01-19 14:42:00.228961,5145,9927,66,995,vídeo,,https://example.com/video_878.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,205,153,2022-12-07 22:42:00.228964,2022-12-07 22:42:00.228964,2944,5172,428,1118,imagem,https://example.com/imagem_379.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,205,153,2023-05-01 22:42:00.228967,2023-05-02 17:42:00.228967,5921,9240,77,9684,vídeo,,https://example.com/video_221.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Parece bom, mas preciso pensar mais.",neutro,205,153,2023-06-15 22:42:00.228971,2023-06-17 12:42:00.228971,4499,7872,518,2426,imagem,https://example.com/imagem_915.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,205,153,2023-04-04 22:42:00.228974,2023-04-07 19:42:00.228974,6401,3729,355,4169,imagem,https://example.com/imagem_619.jpg,,,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,205,153,2023-03-20 22:42:00.228977,2023-03-22 20:42:00.228977,4642,3699,345,3389,texto,,,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Estou decepcionado com essa compra.,negativo,205,153,2022-11-10 22:42:00.228981,2022-11-13 21:42:00.228981,2420,2772,316,4121,vídeo,,https://example.com/video_772.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,254,480,2023-08-18 22:42:00.228984,2023-08-21 09:42:00.228984,6355,8504,234,7483,texto,,,,pt_BR
0,A nova linha de óculos de sol chegou!,Eu amo esses produtos!,positivo,254,480,2023-05-06 22:42:00.228988,2023-05-08 06:42:00.228988,2949,6651,777,4240,texto,,,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não achei nada especial.,negativo,254,480,2023-05-12 22:42:00.228991,2023-05-12 22:42:00.228991,3328,4550,312,2871,vídeo,,https://example.com/video_609.mp4,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Vou recomendar para todos os meus amigos!,positivo,254,480,2023-03-22 22:42:00.228995,2023-03-24 05:42:00.228995,9314,8216,92,9386,imagem,https://example.com/imagem_695.jpg,,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,986,326,2023-05-04 22:42:00.228998,2023-05-05 00:42:00.228998,8369,8157,834,77,imagem,https://example.com/imagem_801.jpg,,,pt_BR
