postagem_id,postagem,comentario,sentimento,curtidas,reacoes,tipo_postagem,url_imagem,url_video,data_postagem,data_comentario,usuario_postagem_id,usuario_comentario_id,compartilhamentos,visualizacoes,localizacao,lingua
2,Conheça nossas novas fragrâncias exclusivas!,Estou decepcionado com essa compra.,negativo,763,324,imagem,https://example.com/imagem_2.jpg,,2023-10-03 22:35:01.463017,2023-10-06 21:35:01.463017,9928,3448,933,9028,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não vale o preço.,negativo,763,324,imagem,https://example.com/imagem_2.jpg,,2023-05-30 22:35:01.463020,2023-06-02 13:35:01.463020,4010,8835,436,7116,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Talvez eu compre mais tarde.,neutro,763,324,imagem,https://example.com/imagem_2.jpg,,2023-03-06 22:35:01.463022,2023-03-08 06:35:01.463022,2855,2651,438,4066,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não achei nada especial.,negativo,763,324,imagem,https://example.com/imagem_2.jpg,,2023-03-05 22:35:01.463025,2023-03-08 18:35:01.463025,2313,2376,713,5746,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não achei nada especial.,negativo,763,324,imagem,https://example.com/imagem_2.jpg,,2023-06-24 22:35:01.463027,2023-06-26 14:35:01.463027,7286,8665,974,7130,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,Não vale o preço.,negativo,923,303,imagem,https://example.com/imagem_3.jpg,,2023-01-31 22:35:01.463029,2023-02-02 07:35:01.463029,7317,8973,156,2221,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,"Parece bom, mas preciso pensar mais.",neutro,923,303,imagem,https://example.com/imagem_3.jpg,,2023-09-17 22:35:01.463032,2023-09-19 08:35:01.463032,3569,8212,592,6946,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,"Fantástico, já comprei o meu!",positivo,923,303,imagem,https://example.com/imagem_3.jpg,,2023-02-28 22:35:01.463034,2023-03-02 17:35:01.463034,4998,9871,131,3190,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Eu amo esses produtos!,positivo,923,303,imagem,https://example.com/imagem_3.jpg,,2023-04-27 22:35:01.463036,2023-04-30 20:35:01.463036,2853,8919,835,8193,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Eu amo esses produtos!,positivo,923,303,imagem,https://example.com/imagem_3.jpg,,2023-05-07 22:35:01.463039,2023-05-08 22:35:01.463039,8520,1772,108,8338,,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou aguardar mais opiniões antes de decidir.,neutro,923,303,imagem,https://example.com/imagem_3.jpg,,2023-03-10 22:35:01.463041,2023-03-11 20:35:01.463041,6942,5838,487,3799,,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou recomendar para todos os meus amigos!,positivo,923,303,imagem,https://example.com/imagem_3.jpg,,2023-07-24 22:35:01.463043,2023-07-27 09:35:01.463043,5586,6586,397,9467,Belo Horizonte,pt_BR
4,A coleção de verão está agora disponível!,Simplesmente perfeito! Melhor impossível!,positivo,638,328,imagem,https://example.com/imagem_4.jpg,,2023-08-14 22:35:01.463046,2023-08-15 04:35:01.463046,8274,4408,567,7978,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,638,328,imagem,https://example.com/imagem_4.jpg,,2023-02-06 22:35:01.463048,2023-02-07 22:35:01.463048,4587,8537,66,5086,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,Não tenho certeza se isso é para mim.,neutro,347,270,imagem,https://example.com/imagem_5.jpg,,2023-02-21 22:35:01.463050,2023-02-24 06:35:01.463050,7793,6657,219,8383,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,"Parece bom, mas preciso pensar mais.",neutro,347,270,imagem,https://example.com/imagem_5.jpg,,2023-03-29 22:35:01.463052,2023-03-31 12:35:01.463052,2808,1098,352,8800,Rio de Janeiro,pt_BR
5,Confira nossos novos sapatos esportivos!,"Fantástico, já comprei o meu!",positivo,347,270,imagem,https://example.com/imagem_5.jpg,,2023-07-02 22:35:01.463055,2023-07-05 03:35:01.463055,7218,3660,826,9456,Rio de Janeiro,pt_BR
5,Confira nossos novos sapatos esportivos!,Não achei nada especial.,negativo,347,270,imagem,https://example.com/imagem_5.jpg,,2023-11-16 22:35:01.463057,2023-11-18 13:35:01.463057,8576,3232,242,300,,pt_BR
5,Confira nossos novos sapatos esportivos!,Estava esperando algo melhor desta marca.,negativo,347,270,imagem,https://example.com/imagem_5.jpg,,2023-02-05 22:35:01.463060,2023-02-07 04:35:01.463060,5941,3614,867,3324,,pt_BR
5,Confira nossos novos sapatos esportivos!,Vou recomendar para todos os meus amigos!,positivo,347,270,imagem,https://example.com/imagem_5.jpg,,2023-02-13 22:35:01.463062,2023-02-16 00:35:01.463062,2593,4107,366,7855,,pt_BR
5,Confira nossos novos sapatos esportivos!,"Está legal, mas eu esperava mais.",neutro,347,270,imagem,https://example.com/imagem_5.jpg,,2023-11-20 22:35:01.463064,2023-11-21 19:35:01.463064,8890,6600,687,4898,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Talvez eu compre mais tarde.,neutro,558,368,imagem,https://example.com/imagem_0.jpg,,2023-08-24 22:35:01.463074,2023-08-25 05:35:01.463074,7383,2689,43,1214,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Vou aguardar mais opiniões antes de decidir.,neutro,558,368,imagem,https://example.com/imagem_0.jpg,,2023-06-27 22:35:01.463076,2023-06-30 11:35:01.463076,2329,5371,282,1910,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,558,368,imagem,https://example.com/imagem_0.jpg,,2023-05-28 22:35:01.463079,2023-05-31 08:35:01.463079,5672,1547,171,209,,pt_BR
0,A nova linha de óculos de sol chegou!,"Incrível, essa é a melhor compra do ano!",positivo,558,368,imagem,https://example.com/imagem_0.jpg,,2023-09-02 22:35:01.463081,2023-09-05 15:35:01.463081,2919,5202,27,6764,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,558,368,imagem,https://example.com/imagem_0.jpg,,2023-04-14 22:35:01.463083,2023-04-16 20:35:01.463083,4213,5571,709,1500,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,558,368,imagem,https://example.com/imagem_0.jpg,,2023-11-21 22:35:01.463085,2023-11-24 04:35:01.463085,9890,6251,473,6337,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,"Está legal, mas eu esperava mais.",neutro,558,368,imagem,https://example.com/imagem_0.jpg,,2023-08-27 22:35:01.463088,2023-08-29 01:35:01.463088,5171,6531,172,7044,,pt_BR
1,50% de desconto em todas as calças jeans!,Não achei nada especial.,negativo,79,437,texto,,,2022-12-28 22:35:01.463090,2022-12-29 00:35:01.463090,6757,7149,33,1184,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Talvez eu compre mais tarde.,neutro,813,239,imagem,https://example.com/imagem_2.jpg,,2022-11-27 22:35:01.463092,2022-11-30 17:35:01.463092,6936,2586,735,488,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Essa loja nunca decepciona!,positivo,813,239,imagem,https://example.com/imagem_2.jpg,,2023-07-12 22:35:01.463095,2023-07-14 12:35:01.463095,9089,1221,954,3346,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Fantástico, já comprei o meu!",positivo,813,239,imagem,https://example.com/imagem_2.jpg,,2023-07-16 22:35:01.463097,2023-07-19 02:35:01.463097,5500,5138,21,8896,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Incrível, essa é a melhor compra do ano!",positivo,813,239,imagem,https://example.com/imagem_2.jpg,,2023-10-23 22:35:01.463099,2023-10-25 19:35:01.463099,5797,5742,730,4598,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Estava esperando algo melhor desta marca.,negativo,813,239,imagem,https://example.com/imagem_2.jpg,,2023-06-05 22:35:01.463101,2023-06-08 07:35:01.463101,5818,1270,218,3346,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não vale o preço.,negativo,813,239,imagem,https://example.com/imagem_2.jpg,,2023-01-03 22:35:01.463103,2023-01-05 10:35:01.463103,1039,3977,735,4473,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Simplesmente perfeito! Melhor impossível!,positivo,813,239,imagem,https://example.com/imagem_2.jpg,,2022-12-23 22:35:01.463106,2022-12-24 01:35:01.463106,1821,1852,254,6713,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Eu amo esses produtos!,positivo,813,239,imagem,https://example.com/imagem_2.jpg,,2023-01-08 22:35:01.463108,2023-01-09 04:35:01.463108,5754,7581,994,6921,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Estou decepcionado com essa compra.,negativo,813,239,imagem,https://example.com/imagem_2.jpg,,2023-08-13 22:35:01.463110,2023-08-14 04:35:01.463110,8256,3312,329,1238,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Não achei nada especial.,negativo,149,352,imagem,https://example.com/imagem_3.jpg,,2023-10-24 22:35:01.463112,2023-10-26 10:35:01.463112,8081,6276,434,4937,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,"Está legal, mas eu esperava mais.",neutro,149,352,imagem,https://example.com/imagem_3.jpg,,2023-09-12 22:35:01.463115,2023-09-14 12:35:01.463115,3015,6436,80,1914,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Não achei nada especial.,negativo,149,352,imagem,https://example.com/imagem_3.jpg,,2023-10-12 22:35:01.463117,2023-10-13 17:35:01.463117,6061,4710,300,1599,,pt_BR
4,A coleção de verão está agora disponível!,Estou decepcionado com essa compra.,negativo,736,367,imagem,https://example.com/imagem_4.jpg,,2023-11-19 22:35:01.463119,2023-11-21 06:35:01.463119,7161,3570,398,333,,pt_BR
5,Confira nossos novos sapatos esportivos!,Não tenho certeza se isso é para mim.,neutro,198,339,imagem,https://example.com/imagem_5.jpg,,2023-03-13 22:35:01.463121,2023-03-15 15:35:01.463121,4799,6788,961,1097,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,198,339,imagem,https://example.com/imagem_5.jpg,,2023-10-28 22:35:01.463124,2023-10-30 14:35:01.463124,9958,9497,271,1885,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,"Parece bom, mas preciso pensar mais.",neutro,198,339,imagem,https://example.com/imagem_5.jpg,,2023-07-10 22:35:01.463126,2023-07-12 06:35:01.463126,2738,4318,970,1731,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Estou decepcionado com essa compra.,negativo,198,339,imagem,https://example.com/imagem_5.jpg,,2023-04-20 22:35:01.463128,2023-04-23 04:35:01.463128,7358,1220,927,2700,Belo Horizonte,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,518,288,imagem,https://example.com/imagem_0.jpg,,2022-12-11 22:35:01.463130,2022-12-13 15:35:01.463130,1688,2546,708,402,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,Estou decepcionado com essa compra.,negativo,798,461,texto,,,2023-08-16 22:35:01.463136,2023-08-17 00:35:01.463136,8393,5170,258,999,,pt_BR
1,50% de desconto em todas as calças jeans!,Não vale o preço.,negativo,798,461,texto,,,2023-10-06 22:35:01.463139,2023-10-08 21:35:01.463139,4546,9809,135,6954,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,Vou recomendar para todos os meus amigos!,positivo,798,461,texto,,,2023-04-25 22:35:01.463141,2023-04-26 05:35:01.463141,5643,3612,659,9294,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,"Incrível, essa é a melhor compra do ano!",positivo,798,461,texto,,,2023-11-11 22:35:01.463143,2023-11-13 04:35:01.463143,6508,8398,251,5933,,pt_BR
1,50% de desconto em todas as calças jeans!,"Está legal, mas eu esperava mais.",neutro,798,461,texto,,,2022-12-13 22:35:01.463146,2022-12-15 02:35:01.463146,7738,3393,355,6042,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não vale o preço.,negativo,366,323,imagem,https://example.com/imagem_2.jpg,,2023-10-25 22:35:01.463148,2023-10-28 08:35:01.463148,6499,4700,424,3514,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não tenho certeza se isso é para mim.,neutro,366,323,imagem,https://example.com/imagem_2.jpg,,2023-05-13 22:35:01.463150,2023-05-16 22:35:01.463150,3829,5222,329,93,São Paulo,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Incrível, essa é a melhor compra do ano!",positivo,366,323,imagem,https://example.com/imagem_2.jpg,,2023-10-27 22:35:01.463153,2023-10-29 03:35:01.463153,7910,2650,167,3793,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não achei nada especial.,negativo,366,323,imagem,https://example.com/imagem_2.jpg,,2023-03-14 22:35:01.463155,2023-03-17 15:35:01.463155,5853,7838,204,2141,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não tenho certeza se isso é para mim.,neutro,366,323,imagem,https://example.com/imagem_2.jpg,,2023-05-24 22:35:01.463157,2023-05-25 06:35:01.463157,9360,6609,203,8473,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Estava esperando algo melhor desta marca.,negativo,366,323,imagem,https://example.com/imagem_2.jpg,,2023-02-17 22:35:01.463159,2023-02-17 23:35:01.463159,5131,8985,293,7731,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou recomendar para todos os meus amigos!,positivo,456,86,imagem,https://example.com/imagem_3.jpg,,2023-03-22 22:35:01.463162,2023-03-23 02:35:01.463162,5255,7259,421,3535,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,Vou recomendar para todos os meus amigos!,positivo,456,86,imagem,https://example.com/imagem_3.jpg,,2023-08-18 22:35:01.463164,2023-08-21 08:35:01.463164,9019,4480,221,6160,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Simplesmente perfeito! Melhor impossível!,positivo,456,86,imagem,https://example.com/imagem_3.jpg,,2022-12-06 22:35:01.463166,2022-12-08 17:35:01.463166,4591,8893,234,61,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,"Incrível, essa é a melhor compra do ano!",positivo,456,86,imagem,https://example.com/imagem_3.jpg,,2023-06-01 22:35:01.463172,2023-06-02 23:35:01.463172,8018,9754,582,383,,pt_BR
3,Nossas novas camisas são imperdíveis!,"Está legal, mas eu esperava mais.",neutro,456,86,imagem,https://example.com/imagem_3.jpg,,2023-09-30 22:35:01.463174,2023-10-02 09:35:01.463174,7291,6510,799,3259,,pt_BR
4,A coleção de verão está agora disponível!,Não tenho certeza se isso é para mim.,neutro,715,279,imagem,https://example.com/imagem_4.jpg,,2023-08-22 22:35:01.463177,2023-08-24 15:35:01.463177,9129,1904,135,6536,,pt_BR
4,A coleção de verão está agora disponível!,Estou decepcionado com essa compra.,negativo,715,279,imagem,https://example.com/imagem_4.jpg,,2023-03-10 22:35:01.463179,2023-03-13 17:35:01.463179,4975,5639,535,3552,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Estava esperando algo melhor desta marca.,negativo,715,279,imagem,https://example.com/imagem_4.jpg,,2022-12-22 22:35:01.463181,2022-12-24 03:35:01.463181,3623,7159,858,3973,,pt_BR
4,A coleção de verão está agora disponível!,Essa loja nunca decepciona!,positivo,715,279,imagem,https://example.com/imagem_4.jpg,,2023-02-27 22:35:01.463184,2023-03-02 03:35:01.463184,5248,3588,683,4539,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Não vale o preço.,negativo,715,279,imagem,https://example.com/imagem_4.jpg,,2023-11-16 22:35:01.463194,2023-11-18 19:35:01.463194,7122,6492,56,8583,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Talvez eu compre mais tarde.,neutro,715,279,imagem,https://example.com/imagem_4.jpg,,2023-02-20 22:35:01.463198,2023-02-23 14:35:01.463198,7718,6937,742,8746,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Não tenho certeza se isso é para mim.,neutro,715,279,imagem,https://example.com/imagem_4.jpg,,2023-07-01 22:35:01.463202,2023-07-04 15:35:01.463202,8778,4021,941,6191,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Simplesmente perfeito! Melhor impossível!,positivo,715,279,imagem,https://example.com/imagem_4.jpg,,2023-05-22 22:35:01.463207,2023-05-24 17:35:01.463207,9956,6823,5,2013,,pt_BR
4,A coleção de verão está agora disponível!,"Está legal, mas eu esperava mais.",neutro,715,279,imagem,https://example.com/imagem_4.jpg,,2023-11-12 22:35:01.463211,2023-11-15 08:35:01.463211,4643,9187,313,8860,,pt_BR
4,A coleção de verão está agora disponível!,"Parece bom, mas preciso pensar mais.",neutro,715,279,imagem,https://example.com/imagem_4.jpg,,2023-08-29 22:35:01.463215,2023-08-30 02:35:01.463215,5081,3720,161,9699,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,"Fantástico, já comprei o meu!",positivo,722,133,imagem,https://example.com/imagem_5.jpg,,2023-04-13 22:35:01.463219,2023-04-15 06:35:01.463219,4098,8406,703,5793,,pt_BR
5,Confira nossos novos sapatos esportivos!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,722,133,imagem,https://example.com/imagem_5.jpg,,2023-04-02 22:35:01.463223,2023-04-05 10:35:01.463223,9088,8924,154,1860,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,Estou decepcionado com essa compra.,negativo,722,133,imagem,https://example.com/imagem_5.jpg,,2023-03-15 22:35:01.463227,2023-03-17 23:35:01.463227,2894,3591,437,5610,,pt_BR
5,Confira nossos novos sapatos esportivos!,Talvez eu compre mais tarde.,neutro,722,133,imagem,https://example.com/imagem_5.jpg,,2023-04-28 22:35:01.463230,2023-04-29 22:35:01.463230,7870,8027,793,295,,pt_BR
5,Confira nossos novos sapatos esportivos!,Não tenho certeza se isso é para mim.,neutro,722,133,imagem,https://example.com/imagem_5.jpg,,2023-11-13 22:35:01.463234,2023-11-14 06:35:01.463234,6520,2893,6,4231,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Não tenho certeza se isso é para mim.,neutro,722,133,imagem,https://example.com/imagem_5.jpg,,2023-01-04 22:35:01.463238,2023-01-04 22:35:01.463238,7979,3211,270,1727,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Vou aguardar mais opiniões antes de decidir.,neutro,722,133,imagem,https://example.com/imagem_5.jpg,,2023-02-16 22:35:01.463241,2023-02-17 05:35:01.463241,5938,5258,14,9881,São Paulo,pt_BR
5,Confira nossos novos sapatos esportivos!,Não tenho certeza se isso é para mim.,neutro,722,133,imagem,https://example.com/imagem_5.jpg,,2022-12-14 22:35:01.463245,2022-12-15 05:35:01.463245,4465,6015,227,2946,,pt_BR
5,Confira nossos novos sapatos esportivos!,Talvez eu compre mais tarde.,neutro,722,133,imagem,https://example.com/imagem_5.jpg,,2023-08-01 22:35:01.463249,2023-08-04 04:35:01.463249,8571,9848,944,1254,Rio de Janeiro,pt_BR
5,Confira nossos novos sapatos esportivos!,Vou recomendar para todos os meus amigos!,positivo,722,133,imagem,https://example.com/imagem_5.jpg,,2023-02-25 22:35:01.463253,2023-02-26 11:35:01.463253,3373,2027,302,2821,,pt_BR
0,A nova linha de óculos de sol chegou!,Simplesmente perfeito! Melhor impossível!,positivo,513,401,imagem,https://example.com/imagem_0.jpg,,2023-10-15 22:35:01.463257,2023-10-17 17:35:01.463257,3762,4864,574,8721,São Paulo,pt_BR
0,A nova linha de óculos de sol chegou!,Não tenho certeza se isso é para mim.,neutro,513,401,imagem,https://example.com/imagem_0.jpg,,2022-11-26 22:35:01.463260,2022-11-29 14:35:01.463260,8599,7096,917,8010,Rio de Janeiro,pt_BR
0,A nova linha de óculos de sol chegou!,"Fantástico, já comprei o meu!",positivo,513,401,imagem,https://example.com/imagem_0.jpg,,2023-05-08 22:35:01.463264,2023-05-10 08:35:01.463264,1397,2509,334,4823,São Paulo,pt_BR
1,50% de desconto em todas as calças jeans!,"Fantástico, já comprei o meu!",positivo,576,433,texto,,,2023-07-25 22:35:01.463268,2023-07-28 22:35:01.463268,4361,5328,994,5706,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Está legal, mas eu esperava mais.",neutro,473,108,imagem,https://example.com/imagem_2.jpg,,2023-07-18 22:35:01.463272,2023-07-21 15:35:01.463272,9021,2690,760,7136,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Eu amo esses produtos!,positivo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-07-30 22:35:01.463276,2023-08-02 16:35:01.463276,1501,6964,542,8222,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Está legal, mas eu esperava mais.",neutro,473,108,imagem,https://example.com/imagem_2.jpg,,2023-10-21 22:35:01.463279,2023-10-23 12:35:01.463279,4032,9789,522,4427,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Simplesmente perfeito! Melhor impossível!,positivo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-04-22 22:35:01.463283,2023-04-23 17:35:01.463283,4733,7956,956,8047,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Incrível, essa é a melhor compra do ano!",positivo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-08-02 22:35:01.463287,2023-08-05 10:35:01.463287,1668,4438,140,6140,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Estou decepcionado com essa compra.,negativo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-05-21 22:35:01.463291,2023-05-23 04:35:01.463291,9934,4650,34,6393,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Estava esperando algo melhor desta marca.,negativo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-05-17 22:35:01.463295,2023-05-18 21:35:01.463295,3926,2577,235,5912,,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Fantástico, já comprei o meu!",positivo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-02-05 22:35:01.463299,2023-02-08 17:35:01.463299,2484,2232,755,256,Rio de Janeiro,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,"Infelizmente, isso não atendeu às minhas expectativas.",negativo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-11-19 22:35:01.463304,2023-11-20 10:35:01.463304,7565,3470,179,5315,Belo Horizonte,pt_BR
2,Conheça nossas novas fragrâncias exclusivas!,Não achei nada especial.,negativo,473,108,imagem,https://example.com/imagem_2.jpg,,2023-04-04 22:35:01.463308,2023-04-07 08:35:01.463308,5038,2084,637,3908,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,"Parece bom, mas preciso pensar mais.",neutro,435,343,imagem,https://example.com/imagem_3.jpg,,2023-04-04 22:35:01.463311,2023-04-07 11:35:01.463311,7518,4285,845,7407,Belo Horizonte,pt_BR
3,Nossas novas camisas são imperdíveis!,Não tenho certeza se isso é para mim.,neutro,435,343,imagem,https://example.com/imagem_3.jpg,,2023-05-14 22:35:01.463315,2023-05-15 22:35:01.463315,7730,8769,860,7372,São Paulo,pt_BR
3,Nossas novas camisas são imperdíveis!,Simplesmente perfeito! Melhor impossível!,positivo,435,343,imagem,https://example.com/imagem_3.jpg,,2023-10-05 22:35:01.463318,2023-10-08 03:35:01.463318,8302,5999,299,1437,Rio de Janeiro,pt_BR
3,Nossas novas camisas são imperdíveis!,"Parece bom, mas preciso pensar mais.",neutro,435,343,imagem,https://example.com/imagem_3.jpg,,2023-11-03 22:35:01.463322,2023-11-04 11:35:01.463322,9922,6009,111,5572,,pt_BR
3,Nossas novas camisas são imperdíveis!,"Está legal, mas eu esperava mais.",neutro,435,343,imagem,https://example.com/imagem_3.jpg,,2023-03-21 22:35:01.463325,2023-03-21 22:35:01.463325,9404,2547,5,2881,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Essa loja nunca decepciona!,positivo,445,146,imagem,https://example.com/imagem_4.jpg,,2023-05-27 22:35:01.463329,2023-05-30 00:35:01.463329,5857,7193,527,1499,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,Vou aguardar mais opiniões antes de decidir.,neutro,445,146,imagem,https://example.com/imagem_4.jpg,,2023-06-21 22:35:01.463333,2023-06-22 08:35:01.463333,4574,3898,102,9492,Belo Horizonte,pt_BR
4,A coleção de verão está agora disponível!,Essa loja nunca decepciona!,positivo,445,146,imagem,https://example.com/imagem_4.jpg,,2023-10-06 22:35:01.463360,2023-10-09 02:35:01.463360,9347,4552,168,5258,,pt_BR
4,A coleção de verão está agora disponível!,Vou aguardar mais opiniões antes de decidir.,neutro,445,146,imagem,https://example.com/imagem_4.jpg,,2023-10-15 22:35:01.463365,2023-10-18 07:35:01.463365,2384,1715,67,3855,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,"Incrível, essa é a melhor compra do ano!",positivo,445,146,imagem,https://example.com/imagem_4.jpg,,2023-11-20 22:35:01.463369,2023-11-22 19:35:01.463369,4223,4656,698,3151,,pt_BR
4,A coleção de verão está agora disponível!,"Incrível, essa é a melhor compra do ano!",positivo,445,146,imagem,https://example.com/imagem_4.jpg,,2023-10-10 22:35:01.463373,2023-10-12 00:35:01.463373,1383,7289,10,5574,,pt_BR
4,A coleção de verão está agora disponível!,Vou aguardar mais opiniões antes de decidir.,neutro,445,146,imagem,https://example.com/imagem_4.jpg,,2023-03-18 22:35:01.463377,2023-03-20 10:35:01.463377,8710,3764,280,9448,São Paulo,pt_BR
4,A coleção de verão está agora disponível!,Não vale o preço.,negativo,445,146,imagem,https://example.com/imagem_4.jpg,,2023-07-11 22:35:01.463380,2023-07-14 16:35:01.463380,9882,6270,704,7550,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,"Parece bom, mas preciso pensar mais.",neutro,445,146,imagem,https://example.com/imagem_4.jpg,,2023-05-31 22:35:01.463384,2023-05-31 22:35:01.463384,5384,4542,712,9865,Rio de Janeiro,pt_BR
4,A coleção de verão está agora disponível!,"Incrível, essa é a melhor compra do ano!",positivo,445,146,imagem,https://example.com/imagem_4.jpg,,2023-03-24 22:35:01.463388,2023-03-25 03:35:01.463388,5817,4146,380,494,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,Estou decepcionado com essa compra.,negativo,10,226,imagem,https://example.com/imagem_5.jpg,,2022-12-21 22:35:01.463392,2022-12-23 14:35:01.463392,8679,9364,554,8799,Rio de Janeiro,pt_BR
5,Confira nossos novos sapatos esportivos!,Essa loja nunca decepciona!,positivo,10,226,imagem,https://example.com/imagem_5.jpg,,2023-07-16 22:35:01.463396,2023-07-18 16:35:01.463396,2185,1737,952,1822,,pt_BR
5,Confira nossos novos sapatos esportivos!,Essa loja nunca decepciona!,positivo,10,226,imagem,https://example.com/imagem_5.jpg,,2022-11-28 22:35:01.463400,2022-11-30 19:35:01.463400,6717,6480,399,7119,Belo Horizonte,pt_BR
5,Confira nossos novos sapatos esportivos!,Não achei nada especial.,negativo,10,226,imagem,https://example.com/imagem_5.jpg,,2023-06-02 22:35:01.463404,2023-06-03 17:35:01.463404,7703,7308,977,4757,,pt_BR
